state,geo_id,provider,num
PA,42001,"Atlantic Broadband Finance, LLC",3
PA,42001,"Broadview Networks Holdings, Inc.",1
PA,42001,"COMCAST CABLE COMMUNICATIONS, LLC",3042
PA,42001,CSC Holdings LLC,6
PA,42001,"CTI Networks, Inc",133
PA,42001,"CenturyLink, Inc.",3797
PA,42001,"EarthLink Business, LLC",4
PA,42001,GCI Communication Corp.,4250
PA,42001,"HNS License Sub, LLC",4250
PA,42001,"King Street Wireless, L.P.",15
PA,42001,"Level  3 Communications, LLC",20
PA,42001,MCI Communications Corporation,8
PA,42001,"PAETEC Communications, Inc.",1
PA,42001,"Service Electric Cablevision, Inc.",2
PA,42001,Shenandoah Telecommunications Company,202
PA,42001,"Spectrotel, Inc.",2
PA,42001,"Sunesys, LLC",42
PA,42001,Telegia Communications Inc.,49
PA,42001,US LEC LLC,2
PA,42001,"VSAT Systems, LLC",4250
PA,42001,Verizon Pennsylvania LLC,203
PA,42001,"ViaSat, Inc.",4429
PA,42001,"Windstream Pennsylvania, LLC",1
PA,42001,"XO Communications Services, LLC",2
PA,42003,Affiniti PA LLC,1
PA,42003,Armstrong Telephone Company-PA,38
PA,42003,"Armstrong Utilities, Inc.",882
PA,42003,"Atlantech Online, Inc.",1
PA,42003,"Atlantic Broadband Finance, LLC",1
PA,42003,Bentleyville Communications Corporation,20
PA,42003,"Birch Communications, Inc.",5
PA,42003,"Block Line Systems, LLC",6
PA,42003,"Broadview Networks Holdings, Inc.",4
PA,42003,"COMCAST CABLE COMMUNICATIONS, LLC",23649
PA,42003,Cavalier Telephone,52
PA,42003,"CenturyLink, Inc.",2
PA,42003,"Citynet Holdings, LLC",1
PA,42003,Cogent Communications Group,19
PA,42003,"Consolidated Communications Holdings, Inc.",1405
PA,42003,DQE Communications LLC,221
PA,42003,"EarthLink Business, LLC",402
PA,42003,FULL SERVICE NETWORK LP,87
PA,42003,GC Pivotal LLC d/b/a Global Capacity,392
PA,42003,GCI Communication Corp.,30043
PA,42003,"HNS License Sub, LLC",30043
PA,42003,IRONTON TELEPHONE COMPANY,4
PA,42003,InterGlobe Communications,1
PA,42003,"Level  3 Communications, LLC",355
PA,42003,"Lightower Fiber Networks I, LLC (fka Light Tower Fiber Long Island LLC)",3599
PA,42003,MCI Communications Corporation,341
PA,42003,"NetFortris Acquisition Co., Inc.",1
PA,42003,"PAETEC Communications, Inc.",174
PA,42003,"Salsgiver Telecom, Inc.",65
PA,42003,"Spectrotel, Inc.",6
PA,42003,"Sunesys, LLC",3862
PA,42003,T2 Technologies,1
PA,42003,"TailWind Voice & Data, Inc.",1
PA,42003,US LEC LLC,542
PA,42003,"Unified Communications, Inc.",1
PA,42003,"VSAT Systems, LLC",30043
PA,42003,Verizon Pennsylvania LLC,34218
PA,42003,"ViaSat, Inc.",30519
PA,42003,"Windstream Conestoga Telephone, Inc",5
PA,42003,"Windstream D&E, Inc.",2
PA,42003,"Windstream Pennsylvania, LLC",144
PA,42003,"XO Communications Services, LLC",109
PA,42003,"Zayo Group, LLC",5
PA,42005,Affiniti PA LLC,1
PA,42005,"Armstrong Utilities, Inc.",208
PA,42005,"Atlantic Broadband Finance, LLC",5
PA,42005,Bentleyville Communications Corporation,4
PA,42005,"COMCAST CABLE COMMUNICATIONS, LLC",2332
PA,42005,"CenturyLink, Inc.",126
PA,42005,"Consolidated Communications Holdings, Inc.",147
PA,42005,DQE Communications LLC,1
PA,42005,"EarthLink Business, LLC",2
PA,42005,GCI Communication Corp.,4151
PA,42005,"HNS License Sub, LLC",4151
PA,42005,"Level  3 Communications, LLC",2
PA,42005,MCI Communications Corporation,6
PA,42005,National Mobile Communications,1
PA,42005,"PAETEC Communications, Inc.",2
PA,42005,"Salsgiver Telecom, Inc.",87
PA,42005,"Sunesys, LLC",50
PA,42005,US LEC LLC,8
PA,42005,"VSAT Systems, LLC",4151
PA,42005,Verizon Pennsylvania LLC,86
PA,42005,"ViaSat, Inc.",4315
PA,42005,"Windstream D&E, Inc.",2
PA,42005,"Windstream Pennsylvania, LLC",2521
PA,42005,"XO Communications Services, LLC",3
PA,42007,Armstrong Telephone Company-PA,56
PA,42007,"Armstrong Utilities, Inc.",752
PA,42007,"Atlantic Broadband Finance, LLC",1
PA,42007,"COMCAST CABLE COMMUNICATIONS, LLC",4121
PA,42007,"CenturyLink, Inc.",11
PA,42007,"Consolidated Communications Holdings, Inc.",3
PA,42007,DQE Communications LLC,11
PA,42007,"EarthLink Business, LLC",20
PA,42007,Frontier Communications Corporation,6
PA,42007,GC Pivotal LLC d/b/a Global Capacity,16
PA,42007,GCI Communication Corp.,5610
PA,42007,"HNS License Sub, LLC",5610
PA,42007,"Level  3 Communications, LLC",16
PA,42007,"Lightower Fiber Networks I, LLC (fka Light Tower Fiber Long Island LLC)",63
PA,42007,MCI Communications Corporation,29
PA,42007,"PAETEC Communications, Inc.",16
PA,42007,"RAA Data Services, Inc.",2
PA,42007,"Sunesys, LLC",1002
PA,42007,US LEC LLC,34
PA,42007,"VSAT Systems, LLC",5610
PA,42007,Verizon Pennsylvania LLC,4148
PA,42007,"ViaSat, Inc.",5770
PA,42007,"Windstream Pennsylvania, LLC",243
PA,42007,"XO Communications Services, LLC",2
PA,42009,"Atlantic Broadband Finance, LLC",457
PA,42009,"COMCAST CABLE COMMUNICATIONS, LLC",1545
PA,42009,"CenturyLink, Inc.",3331
PA,42009,"EarthLink Business, LLC",2
PA,42009,Frontier Communications Corporation,456
PA,42009,GCI Communication Corp.,6638
PA,42009,"HNS License Sub, LLC",6638
PA,42009,"In The Stix Broadband, LLC",5
PA,42009,"King Street Wireless, L.P.",3652
PA,42009,"Level  3 Communications, LLC",1
PA,42009,MCI Communications Corporation,4
PA,42009,"PAETEC Communications, Inc.",2
PA,42009,"Spectrotel, Inc.",2
PA,42009,"VSAT Systems, LLC",6638
PA,42009,Verizon Pennsylvania LLC,135
PA,42009,"ViaSat, Inc.",6915
PA,42009,"Windstream D&E, Inc.",18
PA,42009,"XO Communications Services, LLC",1
PA,42011,Affiniti PA LLC,2
PA,42011,"Atlantic Broadband Finance, LLC",1
PA,42011,"Birch Communications, Inc.",1
PA,42011,"Block Line Systems, LLC",15
PA,42011,"Blue Ridge Cable Technologies, Inc.",1000
PA,42011,"Broadview Networks Holdings, Inc.",13
PA,42011,"BullsEye Telecom, Inc.",1
PA,42011,"COMCAST CABLE COMMUNICATIONS, LLC",7808
PA,42011,"EarthLink Business, LLC",31
PA,42011,Frontier Communications Corporation,1373
PA,42011,GC Pivotal LLC d/b/a Global Capacity,34
PA,42011,GCI Communication Corp.,12574
PA,42011,"HNS License Sub, LLC",12574
PA,42011,IRONTON TELEPHONE COMPANY,2
PA,42011,"Level  3 Communications, LLC",57
PA,42011,"Limitless Mobile, LLC, Debtor-In-Possession",9275
PA,42011,MCI Communications Corporation,68
PA,42011,"NetCarrier Telecom, Inc.",5
PA,42011,"PAETEC Communications, Inc.",23
PA,42011,PenTeleData Limited Partnership I,6506
PA,42011,"Reliance Globalcom Services, Inc.",1
PA,42011,"Service Electric Cable TV, Inc.",242
PA,42011,"Service Electric Cablevision, Inc.",5234
PA,42011,"Spectrotel, Inc.",3
PA,42011,"Sunesys, LLC",752
PA,42011,"Telefonica USA, Inc.",1
PA,42011,The Borough of Kutztown,174
PA,42011,US LEC LLC,62
PA,42011,"VSAT Systems, LLC",12574
PA,42011,Verizon Pennsylvania LLC,7531
PA,42011,"ViaSat, Inc.",13195
PA,42011,"Windstream Conestoga Telephone, Inc",2058
PA,42011,"Windstream D&E Systems, Inc.",65
PA,42011,"Windstream D&E, Inc.",17
PA,42011,"Windstream Pennsylvania, LLC",19
PA,42011,"XO Communications Services, LLC",48
PA,42011,"Zayo Group, LLC",4
PA,42013,Affiniti PA LLC,9
PA,42013,"Atlantic Broadband Finance, LLC",3427
PA,42013,"Birch Communications, Inc.",3
PA,42013,"Block Line Systems, LLC",1
PA,42013,"Broadview Networks Holdings, Inc.",2
PA,42013,"COMCAST CABLE COMMUNICATIONS, LLC",516
PA,42013,"CenturyLink, Inc.",936
PA,42013,"EarthLink Business, LLC",20
PA,42013,GCI Communication Corp.,5608
PA,42013,Getwireless.net,3346
PA,42013,"HNS License Sub, LLC",5608
PA,42013,"In The Stix Broadband, LLC",7
PA,42013,"Level  3 Communications, LLC",44
PA,42013,Lumos Networks Inc.,14
PA,42013,MCI Communications Corporation,31
PA,42013,"PAETEC Communications, Inc.",7
PA,42013,"Salsgiver Telecom, Inc.",3
PA,42013,"Spectrotel, Inc.",3
PA,42013,"Sunesys, LLC",611
PA,42013,US LEC LLC,18
PA,42013,"VSAT Systems, LLC",5608
PA,42013,Verizon Pennsylvania LLC,3509
PA,42013,"ViaSat, Inc.",5654
PA,42013,"Windstream Conestoga Telephone, Inc",9
PA,42013,"Windstream D&E Systems, Inc.",3
PA,42013,"Windstream Pennsylvania, LLC",5
PA,42013,"XO Communications Services, LLC",5
PA,42015,Affiniti PA LLC,1
PA,42015,"Atlantic Broadband Finance, LLC",3
PA,42015,Beaver Valley Cable Co,234
PA,42015,"Blue Ridge Cable Technologies, Inc.",488
PA,42015,"COMCAST CABLE COMMUNICATIONS, LLC",227
PA,42015,"Charter Communications, Inc.",562
PA,42015,"EarthLink Business, LLC",4
PA,42015,"Finger Lakes Technologies Group, Inc.",3
PA,42015,Frontier Communications Corporation,4563
PA,42015,GCI Communication Corp.,4101
PA,42015,"HNS License Sub, LLC",4101
PA,42015,IRONTON TELEPHONE COMPANY,2
PA,42015,"Level  3 Communications, LLC",9
PA,42015,"Lightower Fiber Networks I, LLC (fka Light Tower Fiber Long Island LLC)",11
PA,42015,MCI Communications Corporation,6
PA,42015,North Penn Long Distance Corporation,363
PA,42015,North Penn TelephoneCompany,574
PA,42015,"PAETEC Communications, Inc.",2
PA,42015,PenTeleData Limited Partnership I,976
PA,42015,PennWisp LLC,1435
PA,42015,"Spectrotel, Inc.",1
PA,42015,"Sunesys, LLC",75
PA,42015,US LEC LLC,4
PA,42015,"VSAT Systems, LLC",4101
PA,42015,Verizon Pennsylvania LLC,410
PA,42015,"ViaSat, Inc.",4488
PA,42015,"XO Communications Services, LLC",1
PA,42015,"Zito Media, L.P.",44
PA,42017,"Alpheus Data Services, LLC",2
PA,42017,"Armstrong Utilities, Inc.",2
PA,42017,"Birch Communications, Inc.",2
PA,42017,"Block Line Systems, LLC",39
PA,42017,"Broadview Networks Holdings, Inc.",81
PA,42017,"BullsEye Telecom, Inc.",1
PA,42017,"COMCAST CABLE COMMUNICATIONS, LLC",8661
PA,42017,Cavalier Telephone,42
PA,42017,"EarthLink Business, LLC",61
PA,42017,Frontier Communications Corporation,547
PA,42017,GC Pivotal LLC d/b/a Global Capacity,124
PA,42017,GCI Communication Corp.,11785
PA,42017,"HNS License Sub, LLC",11785
PA,42017,"Hotwire Communications, Ltd.",2
PA,42017,"Level  3 Communications, LLC",94
PA,42017,"Lightower Fiber Networks I, LLC (fka Light Tower Fiber Long Island LLC)",66
PA,42017,MCI Communications Corporation,204
PA,42017,National Mobile Communications,3
PA,42017,"NetCarrier Telecom, Inc.",80
PA,42017,"NetFortris Acquisition Co., Inc.",2
PA,42017,"PAETEC Communications, Inc.",143
PA,42017,PenTeleData Limited Partnership I,1802
PA,42017,RCN Telecom Services (Lehigh) LLC,70
PA,42017,"Reliance Globalcom Services, Inc.",4
PA,42017,"Service Electric Cable TV, Inc.",901
PA,42017,"Spectrotel, Inc.",10
PA,42017,"Sunesys, LLC",2424
PA,42017,US LEC LLC,132
PA,42017,"VSAT Systems, LLC",11785
PA,42017,Verizon Pennsylvania LLC,12253
PA,42017,"ViaSat, Inc.",12334
PA,42017,"Windstream Pennsylvania, LLC",34
PA,42017,"XO Communications Services, LLC",42
PA,42017,"Zayo Group, LLC",1
PA,42019,Armstrong Telephone Company-PA,1
PA,42019,"Armstrong Utilities, Inc.",7986
PA,42019,Bentleyville Communications Corporation,2
PA,42019,"Broadview Networks Holdings, Inc.",1
PA,42019,"COMCAST CABLE COMMUNICATIONS, LLC",84
PA,42019,"CenturyLink, Inc.",4024
PA,42019,"Consolidated Communications Holdings, Inc.",974
PA,42019,DQE Communications LLC,9
PA,42019,"EarthLink Business, LLC",17
PA,42019,GCI Communication Corp.,5934
PA,42019,"HNS License Sub, LLC",5934
PA,42019,"Level  3 Communications, LLC",26
PA,42019,"Lightower Fiber Networks I, LLC (fka Light Tower Fiber Long Island LLC)",36
PA,42019,MCI Communications Corporation,23
PA,42019,"PAETEC Communications, Inc.",18
PA,42019,"Salsgiver Telecom, Inc.",10
PA,42019,"Spectrotel, Inc.",4
PA,42019,"Sunesys, LLC",485
PA,42019,US LEC LLC,58
PA,42019,"VSAT Systems, LLC",5934
PA,42019,Verizon Pennsylvania LLC,365
PA,42019,"ViaSat, Inc.",6001
PA,42019,"Windstream D&E, Inc.",5
PA,42019,"Windstream Pennsylvania, LLC",32
PA,42019,"XO Communications Services, LLC",12
PA,42021,Affiniti PA LLC,4
PA,42021,"Alpheus Data Services, LLC",1
PA,42021,"Atlantic Broadband Finance, LLC",2353
PA,42021,"Birch Communications, Inc.",5
PA,42021,"Broadview Networks Holdings, Inc.",1
PA,42021,"COMCAST CABLE COMMUNICATIONS, LLC",2534
PA,42021,"EarthLink Business, LLC",20
PA,42021,GCI Communication Corp.,6839
PA,42021,Getwireless.net,2
PA,42021,"HNS License Sub, LLC",6839
PA,42021,"In The Stix Broadband, LLC",267
PA,42021,"Level  3 Communications, LLC",39
PA,42021,Lumos Networks Inc.,8
PA,42021,MCI Communications Corporation,32
PA,42021,"PAETEC Communications, Inc.",5
PA,42021,"Sunesys, LLC",607
PA,42021,US LEC LLC,26
PA,42021,"VSAT Systems, LLC",6839
PA,42021,Verizon Pennsylvania LLC,4886
PA,42021,"ViaSat, Inc.",7005
PA,42021,"Windstream Conestoga Telephone, Inc",12
PA,42021,"Windstream Pennsylvania, LLC",234
PA,42021,"XO Communications Services, LLC",3
PA,42021,"Zayo Group, LLC",1
PA,42023,GCI Communication Corp.,773
PA,42023,"HNS License Sub, LLC",773
PA,42023,MCI Communications Corporation,1
PA,42023,"PAETEC Communications, Inc.",1
PA,42023,"VSAT Systems, LLC",773
PA,42023,"ViaSat, Inc.",885
PA,42023,"Windstream Pennsylvania, LLC",330
PA,42023,"XO Communications Services, LLC",1
PA,42023,"Zito Media, L.P.",149
PA,42025,"Blue Ridge Cable Technologies, Inc.",2220
PA,42025,"EarthLink Business, LLC",6
PA,42025,Frontier Communications Corporation,20
PA,42025,GCI Communication Corp.,3163
PA,42025,"Gans Communications, L.P. d/b/a MetroCast Communications",275
PA,42025,"HNS License Sub, LLC",3163
PA,42025,IRONTON TELEPHONE COMPANY,10
PA,42025,"Level  3 Communications, LLC",3
PA,42025,MCI Communications Corporation,10
PA,42025,"PAETEC Communications, Inc.",3
PA,42025,Palmerton Telephone Co,564
PA,42025,PenTeleData Limited Partnership I,4482
PA,42025,"Service Electric Cablevision, Inc.",64
PA,42025,"Spectrotel, Inc.",1
PA,42025,US LEC LLC,6
PA,42025,"VSAT Systems, LLC",3163
PA,42025,Verizon Pennsylvania LLC,1511
PA,42025,"ViaSat, Inc.",3264
PA,42025,"Windstream Pennsylvania, LLC",222
PA,42025,"XO Communications Services, LLC",1
PA,42027,"Armstrong Utilities, Inc.",2
PA,42027,"Atlantic Broadband Finance, LLC",5
PA,42027,Bentleyville Communications Corporation,2
PA,42027,"Block Line Systems, LLC",2
PA,42027,"COMCAST CABLE COMMUNICATIONS, LLC",2290
PA,42027,CSC Holdings LLC,32
PA,42027,"Call One, Inc.",1
PA,42027,"CenturyLink, Inc.",316
PA,42027,"EarthLink Business, LLC",19
PA,42027,"Flashpoint ISP, Inc",28
PA,42027,GCI Communication Corp.,4553
PA,42027,Getwireless.net,2473
PA,42027,"HNS License Sub, LLC",4553
PA,42027,"Level  3 Communications, LLC",91
PA,42027,"Limitless Mobile, LLC, Debtor-In-Possession",2543
PA,42027,MCI Communications Corporation,30
PA,42027,Marianna Scenery Hill Telephone Company,1
PA,42027,"NetFortris Acquisition Co., Inc.",1
PA,42027,"PAETEC Communications, Inc.",12
PA,42027,"Sunesys, LLC",480
PA,42027,US LEC LLC,10
PA,42027,"VSAT Systems, LLC",4553
PA,42027,Verizon Pennsylvania LLC,2622
PA,42027,"ViaSat, Inc.",4583
PA,42027,"Windstream D&E Systems, Inc.",329
PA,42027,"Windstream Pennsylvania, LLC",186
PA,42027,"XO Communications Services, LLC",6
PA,42027,"Zayo Group, LLC",1
PA,42027,"Zito Media, L.P.",134
PA,42029,Affiniti PA LLC,1
PA,42029,"Armstrong Utilities, Inc.",960
PA,42029,"Atlantic Broadband Finance, LLC",1
PA,42029,"Birch Communications, Inc.",2
PA,42029,"Block Line Systems, LLC",49
PA,42029,"Broadview Networks Holdings, Inc.",52
PA,42029,"COMCAST CABLE COMMUNICATIONS, LLC",6881
PA,42029,Cavalier Telephone,19
PA,42029,"EarthLink Business, LLC",47
PA,42029,Frontier Communications Corporation,587
PA,42029,GC Pivotal LLC d/b/a Global Capacity,68
PA,42029,GCI Communication Corp.,9507
PA,42029,"HNS License Sub, LLC",9507
PA,42029,"Hotwire Communications, Ltd.",1
PA,42029,"Level  3 Communications, LLC",131
PA,42029,"Lightower Fiber Networks I, LLC (fka Light Tower Fiber Long Island LLC)",148
PA,42029,MCI Communications Corporation,158
PA,42029,National Mobile Communications,1
PA,42029,"NetCarrier Telecom, Inc.",43
PA,42029,"PAETEC Communications, Inc.",120
PA,42029,PenTeleData Limited Partnership I,476
PA,42029,"Reliance Globalcom Services, Inc.",15
PA,42029,"Service Electric Cablevision, Inc.",604
PA,42029,"Spectrotel, Inc.",14
PA,42029,"Sunesys, LLC",2306
PA,42029,US LEC LLC,138
PA,42029,"VSAT Systems, LLC",9507
PA,42029,Verizon Pennsylvania LLC,10326
PA,42029,"ViaSat, Inc.",10296
PA,42029,"Windstream Conestoga Telephone, Inc",169
PA,42029,"Windstream D&E Systems, Inc.",2
PA,42029,"Windstream Pennsylvania, LLC",1
PA,42029,"XO Communications Services, LLC",47
PA,42029,"Zayo Group, LLC",3
PA,42031,Affiniti PA LLC,4
PA,42031,"Armstrong Utilities, Inc.",430
PA,42031,"Atlantic Broadband Finance, LLC",507
PA,42031,"Block Line Systems, LLC",1
PA,42031,"COMCAST CABLE COMMUNICATIONS, LLC",656
PA,42031,"CenturyLink, Inc.",115
PA,42031,"EarthLink Business, LLC",12
PA,42031,GCI Communication Corp.,3136
PA,42031,"HNS License Sub, LLC",3136
PA,42031,"Level  3 Communications, LLC",5
PA,42031,MCI Communications Corporation,7
PA,42031,"PAETEC Communications, Inc.",2
PA,42031,"Sunesys, LLC",143
PA,42031,US LEC LLC,2
PA,42031,"VSAT Systems, LLC",3136
PA,42031,Venus Telephone Corporation,71
PA,42031,Verizon Pennsylvania LLC,468
PA,42031,"ViaSat, Inc.",3296
PA,42031,"Windstream Pennsylvania, LLC",1438
PA,42033,"APX Net, Inc",2
PA,42033,Affiniti PA LLC,3
PA,42033,"Atlantic Broadband Finance, LLC",1075
PA,42033,"Birch Communications, Inc.",1
PA,42033,"Block Line Systems, LLC",2
PA,42033,"COMCAST CABLE COMMUNICATIONS, LLC",1948
PA,42033,"EarthLink Business, LLC",9
PA,42033,GCI Communication Corp.,7930
PA,42033,"HNS License Sub, LLC",7930
PA,42033,"In The Stix Broadband, LLC",15
PA,42033,"Level  3 Communications, LLC",21
PA,42033,MCI Communications Corporation,25
PA,42033,"PAETEC Communications, Inc.",9
PA,42033,River Valley Internet LLC,1
PA,42033,"Sunesys, LLC",527
PA,42033,US LEC LLC,8
PA,42033,"VSAT Systems, LLC",7930
PA,42033,Verizon Pennsylvania LLC,3615
PA,42033,"ViaSat, Inc.",8307
PA,42033,"Windstream D&E Systems, Inc.",1
PA,42033,"Windstream Pennsylvania, LLC",665
PA,42033,"Zito Media, L.P.",239
PA,42035,"COMCAST CABLE COMMUNICATIONS, LLC",1406
PA,42035,"CenturyLink, Inc.",439
PA,42035,"EarthLink Business, LLC",1
PA,42035,GCI Communication Corp.,2969
PA,42035,Getwireless.net,10
PA,42035,"HNS License Sub, LLC",2969
PA,42035,"Indigo Wireless, Inc.",63
PA,42035,"Level  3 Communications, LLC",16
PA,42035,"Limitless Mobile, LLC, Debtor-In-Possession",1605
PA,42035,MCI Communications Corporation,3
PA,42035,"PAETEC Communications, Inc.",1
PA,42035,Pennsylvania Telephone Company,1
PA,42035,River Valley Internet LLC,104
PA,42035,"Sunesys, LLC",204
PA,42035,TDS TELECOMMUNICATIONS CORPORATION,167
PA,42035,"VSAT Systems, LLC",2969
PA,42035,Verizon Pennsylvania LLC,934
PA,42035,"ViaSat, Inc.",3236
PA,42035,"Windstream Pennsylvania, LLC",10
PA,42035,"XO Communications Services, LLC",3
PA,42035,Xtreme Enterprises LLC,63
PA,42037,"Armstrong Utilities, Inc.",4
PA,42037,"Block Line Systems, LLC",2
PA,42037,"Broadview Networks Holdings, Inc.",3
PA,42037,"COMCAST CABLE COMMUNICATIONS, LLC",2
PA,42037,"EarthLink Business, LLC",11
PA,42037,Frontier Communications Corporation,1157
PA,42037,GCI Communication Corp.,3598
PA,42037,"Gans Communications, L.P. d/b/a MetroCast Communications",810
PA,42037,"HNS License Sub, LLC",3598
PA,42037,"Level  3 Communications, LLC",14
PA,42037,MCI Communications Corporation,8
PA,42037,"NetFortris Acquisition Co., Inc.",1
PA,42037,"PAETEC Communications, Inc.",10
PA,42037,PenTeleData Limited Partnership I,1608
PA,42037,"Service Electric Cablevision, Inc.",1998
PA,42037,"Spectrotel, Inc.",2
PA,42037,"Sunesys, LLC",170
PA,42037,US LEC LLC,8
PA,42037,"VSAT Systems, LLC",3598
PA,42037,Verizon Pennsylvania LLC,2044
PA,42037,"ViaSat, Inc.",3914
PA,42037,"Windstream Pennsylvania, LLC",1
PA,42037,"XO Communications Services, LLC",2
PA,42039,Affiniti PA LLC,2
PA,42039,"Armstrong Utilities, Inc.",4010
PA,42039,Bentleyville Communications Corporation,2
PA,42039,"Charter Communications, Inc.",117
PA,42039,"EarthLink Business, LLC",4
PA,42039,GCI Communication Corp.,4880
PA,42039,"HNS License Sub, LLC",4880
PA,42039,"Level  3 Communications, LLC",12
PA,42039,MCI Communications Corporation,11
PA,42039,Master Vision,117
PA,42039,"PAETEC Communications, Inc.",5
PA,42039,"Sunesys, LLC",361
PA,42039,US LEC LLC,16
PA,42039,"VSAT Systems, LLC",4880
PA,42039,Verizon Pennsylvania LLC,905
PA,42039,"ViaSat, Inc.",4969
PA,42039,"Windstream Pennsylvania, LLC",2552
PA,42039,"XO Communications Services, LLC",2
PA,42041,Affiniti PA LLC,2
PA,42041,"Alpheus Data Services, LLC",1
PA,42041,"Atlantic Broadband Finance, LLC",1
PA,42041,"Birch Communications, Inc.",3
PA,42041,"Block Line Systems, LLC",3
PA,42041,"Broadview Networks Holdings, Inc.",11
PA,42041,"COMCAST CABLE COMMUNICATIONS, LLC",5547
PA,42041,CSC Holdings LLC,876
PA,42041,"CTI Networks, Inc",5187
PA,42041,Cavalier Telephone,1
PA,42041,"CenturyLink, Inc.",3671
PA,42041,"EarthLink Business, LLC",43
PA,42041,GC Pivotal LLC d/b/a Global Capacity,45
PA,42041,GCI Communication Corp.,8997
PA,42041,"HNS License Sub, LLC",8997
PA,42041,IRONTON TELEPHONE COMPANY,2
PA,42041,"King Street Wireless, L.P.",60
PA,42041,"Kuhn Communications, Inc.",5
PA,42041,"Level  3 Communications, LLC",137
PA,42041,MCI Communications Corporation,47
PA,42041,"PAETEC Communications, Inc.",31
PA,42041,"Service Electric Cablevision, Inc.",2
PA,42041,Shenandoah Telecommunications Company,34
PA,42041,"Spectrotel, Inc.",6
PA,42041,"Sunesys, LLC",362
PA,42041,US LEC LLC,32
PA,42041,"VSAT Systems, LLC",8997
PA,42041,Verizon Pennsylvania LLC,4401
PA,42041,"ViaSat, Inc.",9437
PA,42041,"Windstream D&E Systems, Inc.",5
PA,42041,"Windstream Pennsylvania, LLC",1
PA,42041,"XO Communications Services, LLC",27
PA,42041,XTel Communications Inc.,1
PA,42041,"Zayo Group, LLC",2
PA,42043,Affiniti PA LLC,4
PA,42043,"Atlantic Broadband Finance, LLC",2
PA,42043,"Birch Communications, Inc.",1
PA,42043,"Block Line Systems, LLC",7
PA,42043,"Blue Ridge Cable Technologies, Inc.",8
PA,42043,"Broadview Networks Holdings, Inc.",11
PA,42043,"BullsEye Telecom, Inc.",1
PA,42043,"COMCAST CABLE COMMUNICATIONS, LLC",6936
PA,42043,"CTI Networks, Inc",2694
PA,42043,"CenturyLink, Inc.",106
PA,42043,"Consolidated Communications Holdings, Inc.",1
PA,42043,"EarthLink Business, LLC",51
PA,42043,Frontier Communications Corporation,2425
PA,42043,GC Pivotal LLC d/b/a Global Capacity,87
PA,42043,GCI Communication Corp.,8505
PA,42043,"HNS License Sub, LLC",8505
PA,42043,IRONTON TELEPHONE COMPANY,2
PA,42043,"Level  3 Communications, LLC",233
PA,42043,MCI Communications Corporation,72
PA,42043,National Mobile Communications,1
PA,42043,"NetCarrier Telecom, Inc.",1
PA,42043,"NetFortris Acquisition Co., Inc.",1
PA,42043,"Nextlink Wireless, LLC",1
PA,42043,"PAETEC Communications, Inc.",38
PA,42043,PenTeleData Limited Partnership I,16
PA,42043,"Service Electric Cablevision, Inc.",2
PA,42043,Shenandoah Telecommunications Company,8
PA,42043,"Spectrotel, Inc.",5
PA,42043,"Sunesys, LLC",441
PA,42043,TDS TELECOMMUNICATIONS CORPORATION,32
PA,42043,"Telecomp Computer Services, Inc.",1
PA,42043,US LEC LLC,46
PA,42043,"VSAT Systems, LLC",8505
PA,42043,Verizon Pennsylvania LLC,7553
PA,42043,"ViaSat, Inc.",8651
PA,42043,"Windstream Buffalo Valley, Inc",1
PA,42043,"Windstream Conestoga Telephone, Inc",1
PA,42043,"Windstream D&E Systems, Inc.",5
PA,42043,"XO Communications Services, LLC",31
PA,42043,"Zayo Group, LLC",3
PA,42045,"Armstrong Utilities, Inc.",2
PA,42045,"Birch Communications, Inc.",1
PA,42045,"Block Line Systems, LLC",42
PA,42045,"Broadview Networks Holdings, Inc.",42
PA,42045,"COMCAST CABLE COMMUNICATIONS, LLC",7840
PA,42045,"Call One, Inc.",1
PA,42045,Cavalier Telephone,28
PA,42045,"EarthLink Business, LLC",34
PA,42045,GC Pivotal LLC d/b/a Global Capacity,92
PA,42045,GCI Communication Corp.,9404
PA,42045,"HNS License Sub, LLC",9404
PA,42045,"Hotwire Communications, Ltd.",2
PA,42045,"Level  3 Communications, LLC",94
PA,42045,"Lightower Fiber Networks I, LLC (fka Light Tower Fiber Long Island LLC)",344
PA,42045,MCI Communications Corporation,110
PA,42045,National Mobile Communications,1
PA,42045,"NetCarrier Telecom, Inc.",31
PA,42045,"NetFortris Acquisition Co., Inc.",1
PA,42045,"PAETEC Communications, Inc.",74
PA,42045,RCN Telecom Services of Philadelphia LLC,2977
PA,42045,"Reliance Globalcom Services, Inc.",6
PA,42045,"Service Electric Cablevision, Inc.",2
PA,42045,"Spectrotel, Inc.",9
PA,42045,"Sunesys, LLC",2515
PA,42045,US LEC LLC,122
PA,42045,"VSAT Systems, LLC",9404
PA,42045,Verizon Pennsylvania LLC,10714
PA,42045,"ViaSat, Inc.",9503
PA,42045,"Windstream Pennsylvania, LLC",19
PA,42045,"XO Communications Services, LLC",45
PA,42045,"Zayo Group, LLC",1
PA,42047,"COMCAST CABLE COMMUNICATIONS, LLC",344
PA,42047,"EarthLink Business, LLC",3
PA,42047,GCI Communication Corp.,2053
PA,42047,"HNS License Sub, LLC",2053
PA,42047,"Level  3 Communications, LLC",5
PA,42047,MCI Communications Corporation,4
